start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,quantity,quantity_unit,line_item,user_id,api_key_id,project_id,organization_id,project_name,organization_name,user_email
1780272000,1780358400,2026-06-01T00:00:00,2026-06-02T00:00:00,2.019052850000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780358400,1780444800,2026-06-02T00:00:00,2026-06-03T00:00:00,1.537706400000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780444800,1780531200,2026-06-03T00:00:00,2026-06-04T00:00:00,1.545922650000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780531200,1780617600,2026-06-04T00:00:00,2026-06-05T00:00:00,1.537121000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780617600,1780704000,2026-06-05T00:00:00,2026-06-06T00:00:00,5.165130000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780704000,1780790400,2026-06-06T00:00:00,2026-06-07T00:00:00,2.056448000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780790400,1780876800,2026-06-07T00:00:00,2026-06-08T00:00:00,1.533976000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780876800,1780963200,2026-06-08T00:00:00,2026-06-09T00:00:00,4.276014000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1780963200,1781049600,2026-06-09T00:00:00,2026-06-10T00:00:00,2.740294000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781049600,1781136000,2026-06-10T00:00:00,2026-06-11T00:00:00,3.219870000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781136000,1781222400,2026-06-11T00:00:00,2026-06-12T00:00:00,3.650470000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781222400,1781308800,2026-06-12T00:00:00,2026-06-13T00:00:00,4.649989000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781308800,1781395200,2026-06-13T00:00:00,2026-06-14T00:00:00,2.088288000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781395200,1781481600,2026-06-14T00:00:00,2026-06-15T00:00:00,1.801538000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781481600,1781568000,2026-06-15T00:00:00,2026-06-16T00:00:00,3.207702000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781568000,1781654400,2026-06-16T00:00:00,2026-06-17T00:00:00,3.067611000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781654400,1781740800,2026-06-17T00:00:00,2026-06-18T00:00:00,3.387206000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781740800,1781827200,2026-06-18T00:00:00,2026-06-19T00:00:00,3.325173000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781827200,1781913600,2026-06-19T00:00:00,2026-06-20T00:00:00,3.820064000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1781913600,1782000000,2026-06-20T00:00:00,2026-06-21T00:00:00,2.475714000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1782000000,1782086400,2026-06-21T00:00:00,2026-06-22T00:00:00,1.682937000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1782086400,1782172800,2026-06-22T00:00:00,2026-06-23T00:00:00,3.457465000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1782172800,1782259200,2026-06-23T00:00:00,2026-06-24T00:00:00,4.049220000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
